State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) ",total spending
9,04/23/2021,11.9,-1.4,-28.2,19.3,20.0,2.45,-44.3,27.6,32.7,28.150000000000013
25,04/23/2021,16.0,12.2,-2.52,27.9,18.7,22.5,-34.2,30.3,42.3,117.17999999999999
34,04/23/2021,17.5,0.468,2.82,22.3,16.1,22.1,-29.2,26.3,36.1,96.988
36,04/23/2021,13.9,-3.8,-31.5,18.9,12.6,10.1,-32.0,24.7,35.7,34.7
44,04/23/2021,15.2,-15.4,-16.5,24.1,5.98,24.5,67.7,20.4,34.2,144.98000000000002
9,04/24/2021,10.5,-0.206,-30.5,18.1,21.5,-10.4,-44.2,27.8,32.0,14.093999999999998
25,04/24/2021,14.3,12.4,-1.13,26.3,19.1,13.7,-34.2,28.2,37.6,101.97
34,04/24/2021,16.1,-1.68,3.49,20.3,18.6,20.3,-31.5,26.1,33.2,88.81
36,04/24/2021,13.1,-3.9,-33.4,17.0,15.2,5.3,-35.4,24.7,33.0,22.500000000000004
44,04/24/2021,13.1,-7.84,-13.3,11.0,7.2,30.3,45.7,14.2,19.0,106.26
9,04/25/2021,9.27,1.55,-31.2,18.0,27.1,-13.7,-43.3,28.1,28.6,15.150000000000006
25,04/25/2021,14.1,12.4,-0.85,25.8,23.9,10.6,-31.5,29.4,34.8,104.55
34,04/25/2021,16.0,-3.09,1.52,21.7,25.3,17.9,-33.5,29.1,32.8,91.72999999999999
36,04/25/2021,13.6,-3.12,-34.8,18.1,20.5,4.03,-35.1,26.4,31.1,27.110000000000007
44,04/25/2021,16.1,-4.65,-10.7,16.3,9.73,36.0,-4.89,17.5,24.3,83.59
9,04/26/2021,12.8,5.13,-30.5,24.7,35.8,-18.1,-44.1,35.9,35.6,44.42999999999999
25,04/26/2021,14.9,11.2,-1.93,27.9,30.2,16.0,-34.3,33.1,35.5,117.67000000000002
34,04/26/2021,17.6,-2.58,3.23,27.2,33.7,13.9,-33.4,36.0,38.1,116.15
36,04/26/2021,15.1,-1.06,-34.3,24.9,27.7,2.63,-36.3,33.0,37.1,53.67
44,04/26/2021,19.6,-3.89,-7.28,12.1,14.9,72.3,-23.0,20.1,22.8,108.02999999999999
9,04/27/2021,12.2,3.81,-30.4,24.4,42.0,-8.52,-39.8,35.9,32.0,59.39
25,04/27/2021,15.6,7.01,-6.48,32.4,39.7,12.7,-29.8,38.6,37.0,131.13
34,04/27/2021,17.6,-3.41,3.15,30.5,41.5,11.3,-34.0,40.0,39.0,128.04
36,04/27/2021,14.9,-1.74,-35.3,25.9,33.3,3.1,-36.4,35.5,36.7,61.06
44,04/27/2021,16.6,-6.53,-4.54,8.68,23.0,57.6,-1.76,22.7,19.3,118.45
9,04/28/2021,7.45,1.2,-30.0,14.0,27.0,-9.01,-44.3,23.8,21.6,4.290000000000003
25,04/28/2021,10.1,2.35,-15.5,20.9,21.7,15.0,-31.3,24.5,26.9,64.54999999999998
34,04/28/2021,13.3,-4.13,1.82,19.4,28.2,9.74,-35.0,28.6,29.2,77.83
36,04/28/2021,10.8,-3.15,-36.2,15.8,21.2,2.66,-37.1,24.7,27.1,15.009999999999994
44,04/28/2021,7.2,-8.12,-42.9,2.82,9.28,60.5,-10.3,12.8,14.1,38.18000000000001
9,04/29/2021,9.15,1.63,-29.9,18.1,26.0,4.02,-45.6,25.7,25.3,25.25
25,04/29/2021,8.53,0.991,-14.7,20.7,21.8,10.7,-30.8,24.3,26.3,59.291
34,04/29/2021,13.9,-1.41,4.58,21.3,25.7,6.38,-33.9,28.4,30.9,81.95
36,04/29/2021,11.0,-1.82,-33.6,17.9,20.0,6.8,-37.0,25.4,29.3,26.979999999999997
44,04/29/2021,6.18,-10.7,-37.8,3.03,11.7,-1.64,-12.3,13.1,12.8,-21.80999999999999
9,04/30/2021,10.9,0.503,-22.3,21.2,25.9,11.0,-45.6,27.3,28.0,46.003
25,04/30/2021,9.73,0.143,-9.07,22.5,23.8,6.56,-33.3,24.8,25.5,60.93300000000001
34,04/30/2021,14.9,1.03,8.23,22.7,24.7,7.61,-32.6,28.6,32.2,92.47
36,04/30/2021,11.7,-0.835,-29.6,19.6,19.2,5.92,-35.6,25.6,30.5,34.785
44,04/30/2021,9.06,-12.0,-41.0,5.45,11.0,-18.5,15.1,22.5,32.9,15.450000000000003
9,05/01/2021,11.1,0.638,-21.7,24.5,26.8,18.9,-45.5,28.4,29.3,61.33800000000001
25,05/01/2021,11.4,-0.441,-11.7,25.3,25.1,12.5,-29.5,28.5,31.5,81.259
34,05/01/2021,15.3,3.36,0.282,26.7,24.6,4.72,-29.9,30.9,36.6,97.262
36,05/01/2021,12.5,0.945,-27.4,23.8,19.6,6.51,-33.9,27.3,33.4,50.25500000000001
44,05/01/2021,8.87,-11.5,-39.9,11.9,10.5,-29.6,18.0,26.9,42.9,29.199999999999996
9,05/02/2021,12.0,1.72,-22.1,25.3,25.7,18.3,-46.4,29.4,31.6,63.52
25,05/02/2021,11.9,1.63,-12.0,25.6,25.9,13.4,-31.2,30.8,35.4,89.53
34,05/02/2021,15.7,6.29,3.85,26.2,22.6,6.78,-28.2,30.2,37.0,104.72
36,05/02/2021,12.8,2.78,-26.3,24.6,18.6,6.74,-34.2,28.1,35.8,56.12
44,05/02/2021,11.9,-6.85,-41.0,16.0,14.1,-38.7,54.3,30.5,45.9,74.25
9,05/03/2021,12.5,1.46,-14.3,25.5,27.8,23.2,-44.4,29.3,30.2,78.76
25,05/03/2021,12.0,0.0998,-10.3,24.6,26.0,19.1,-30.3,29.7,33.0,91.8998
34,05/03/2021,16.3,6.36,5.69,26.6,22.1,6.48,-25.3,29.5,36.1,107.53
36,05/03/2021,13.7,3.05,-23.6,24.7,18.7,7.5,-32.4,27.9,35.4,61.25
44,05/03/2021,15.5,-6.83,-39.1,27.4,13.0,-44.2,44.3,40.3,67.6,102.46999999999998
9,05/04/2021,13.4,1.05,-13.9,26.4,25.6,15.9,-45.2,29.5,31.9,71.25
25,05/04/2021,14.0,1.73,-11.1,26.8,28.1,26.3,-27.9,31.0,33.5,108.43
34,05/04/2021,17.9,6.09,7.33,28.3,22.8,9.52,-23.3,30.2,36.8,117.74
36,05/04/2021,15.1,2.03,-21.7,25.2,19.8,7.81,-29.9,29.1,36.7,69.04
44,05/04/2021,24.7,-10.1,-40.3,27.5,14.2,-39.7,24.7,65.2,120.0,161.5
9,05/05/2021,14.9,2.87,-12.5,27.7,26.4,21.7,-43.4,30.4,32.7,85.87
25,05/05/2021,14.2,0.504,-12.3,27.2,28.9,22.9,-28.1,30.6,32.0,101.704
34,05/05/2021,18.8,6.2,10.1,29.4,23.6,9.52,-19.5,31.1,37.8,128.22000000000003
36,05/05/2021,15.7,1.88,-20.2,25.8,20.5,10.8,-28.4,29.9,37.6,77.88
44,05/05/2021,24.2,-10.1,-42.1,29.0,13.9,-26.6,26.8,59.3,105.0,155.2
9,05/06/2021,14.0,3.17,-13.1,23.9,24.9,15.9,-40.2,27.8,29.5,71.86999999999999
25,05/06/2021,15.8,-0.397,-4.62,27.2,27.9,25.1,-28.4,30.6,33.0,110.383
34,05/06/2021,18.2,4.04,10.8,29.3,22.7,8.12,-20.9,31.1,38.5,123.66000000000001
36,05/06/2021,15.4,1.32,-16.2,23.7,19.4,7.43,-28.9,28.5,35.8,71.05
44,05/06/2021,21.3,-11.0,-39.4,31.6,11.6,-5.03,21.6,62.0,110.0,181.37
9,05/07/2021,12.3,1.79,-15.0,21.1,24.4,13.5,-43.0,26.2,27.1,56.09
25,05/07/2021,15.8,-1.31,-4.53,28.8,27.3,26.0,-32.5,31.3,34.9,109.96000000000001
34,05/07/2021,18.2,1.87,10.8,30.8,22.4,6.05,-20.6,31.6,39.7,122.62
36,05/07/2021,16.0,0.175,-14.7,23.6,18.9,9.47,-29.4,28.6,36.4,73.045
44,05/07/2021,14.1,-16.4,-45.2,17.7,14.3,-12.9,6.22,53.1,87.0,103.82
9,05/08/2021,14.6,-1.25,-11.7,22.0,27.2,13.3,-44.1,28.0,28.4,61.849999999999994
25,05/08/2021,16.9,-0.865,0.149,29.5,29.5,25.7,-36.2,32.2,34.5,114.484
34,05/08/2021,20.0,1.48,21.1,31.8,26.2,9.55,-20.6,33.2,39.5,142.23000000000002
36,05/08/2021,16.6,-0.97,-12.2,24.3,21.5,13.6,-28.2,29.4,35.8,83.23
44,05/08/2021,16.1,-19.5,-43.9,23.1,19.9,1.53,2.77,54.3,82.4,120.60000000000001
9,05/09/2021,14.0,0.44,-12.0,17.8,24.5,11.8,-45.5,24.8,24.8,46.64000000000001
25,05/09/2021,16.6,0.589,-1.42,27.4,25.2,26.7,-38.8,28.4,31.4,99.469
34,05/09/2021,19.2,3.43,19.4,29.6,23.1,7.49,-21.8,29.8,35.9,126.91999999999999
36,05/09/2021,15.4,0.828,-11.8,20.9,18.2,11.9,-27.3,25.3,30.9,68.928
44,05/09/2021,11.1,-21.0,-40.5,17.7,15.3,8.17,-6.35,46.7,72.0,92.02000000000001
9,05/10/2021,12.5,2.15,-17.6,16.0,20.9,12.1,-49.1,21.0,20.9,26.349999999999994
25,05/10/2021,15.9,2.54,-4.97,27.0,24.0,22.9,-41.0,26.8,29.2,86.47
34,05/10/2021,18.2,5.81,15.5,28.3,21.2,7.9,-21.8,28.1,34.2,119.21000000000002
36,05/10/2021,13.7,0.743,-15.1,19.0,17.0,11.4,-29.5,23.3,28.2,55.043
44,05/10/2021,9.48,-20.6,-43.1,15.2,14.3,24.0,3.31,36.7,54.1,83.91
9,05/11/2021,12.7,3.32,-19.8,15.5,19.7,14.8,-44.5,19.9,19.9,28.819999999999993
25,05/11/2021,14.1,2.86,-4.14,26.9,20.6,17.2,-43.3,23.9,27.0,71.02000000000001
34,05/11/2021,16.7,7.07,14.0,24.3,17.6,5.11,-23.5,24.4,30.5,99.48000000000002
36,05/11/2021,12.2,1.38,-13.5,16.9,14.0,13.0,-29.4,19.5,23.9,45.78
44,05/11/2021,-1.22,-20.7,-44.0,16.4,9.78,34.9,3.17,9.58,6.24,15.369999999999996
9,05/12/2021,12.1,-0.989,-16.2,14.9,19.0,7.83,-41.1,19.9,20.3,23.640999999999995
25,05/12/2021,15.4,0.91,1.33,29.6,22.5,17.3,-39.8,26.8,30.9,89.53999999999999
34,05/12/2021,17.4,2.89,15.5,27.2,19.1,5.3,-25.6,27.0,33.9,105.28999999999999
36,05/12/2021,13.2,-1.84,-8.66,19.0,15.4,10.2,-28.6,21.4,26.2,53.099999999999994
44,05/12/2021,1.17,-25.6,-27.4,16.6,12.9,12.4,-14.6,14.6,13.7,2.5999999999999996
9,05/13/2021,12.2,-0.0197,-14.0,13.9,19.5,8.64,-42.7,19.8,19.9,25.020299999999995
25,05/13/2021,15.6,2.67,1.15,28.6,22.7,19.7,-39.1,26.1,29.3,91.12
34,05/13/2021,18.8,5.52,17.2,27.3,19.9,6.47,-24.7,28.1,35.3,115.08999999999999
36,05/13/2021,14.6,-0.323,-9.82,20.2,16.1,11.0,-26.8,23.3,29.0,62.657
44,05/13/2021,7.72,-27.2,-4.29,18.0,9.3,13.9,-2.21,15.3,19.1,41.900000000000006
9,05/14/2021,12.4,2.74,-13.5,15.8,18.8,6.73,-36.3,20.4,21.4,36.07000000000001
25,05/14/2021,14.8,2.68,0.855,23.9,22.2,18.2,-35.8,25.8,29.3,87.13499999999999
34,05/14/2021,19.5,8.97,18.8,25.4,19.1,10.5,-24.4,27.9,35.8,122.07000000000001
36,05/14/2021,14.6,1.4,-6.94,20.0,16.4,7.46,-27.3,23.7,29.6,64.32
44,05/14/2021,12.6,-18.9,17.1,27.5,9.19,15.3,2.98,20.1,29.6,102.87
9,05/15/2021,11.0,6.43,-4.58,13.2,15.8,5.18,-33.0,17.3,18.2,38.53
25,05/15/2021,13.7,4.03,2.78,22.5,18.6,15.3,-33.0,25.0,31.2,86.41000000000001
34,05/15/2021,17.4,11.0,14.9,21.7,14.4,7.47,-25.4,24.7,33.8,102.57
36,05/15/2021,13.6,1.82,-3.87,17.2,12.5,1.18,-27.4,21.3,28.4,51.129999999999995
44,05/15/2021,10.9,-17.8,22.3,22.9,2.45,16.7,-2.1,20.8,39.2,104.45
9,05/16/2021,11.5,6.6,0.603,17.4,17.0,7.63,-29.8,19.4,20.9,59.733
25,05/16/2021,15.3,1.24,8.85,26.9,21.8,17.1,-32.3,29.8,37.7,111.08999999999999
34,05/16/2021,18.0,9.29,13.5,24.7,17.3,9.49,-25.5,27.8,37.1,113.67999999999998
36,05/16/2021,14.7,-0.244,-3.32,20.1,16.0,0.922,-27.1,24.6,31.5,62.458
44,05/16/2021,15.0,-17.7,30.9,24.7,2.68,18.1,0.197,22.5,42.3,123.677
9,05/17/2021,12.7,6.16,1.64,18.7,17.6,7.11,-23.8,22.8,26.1,76.31
25,05/17/2021,17.0,0.0859,10.4,30.8,22.7,19.4,-33.1,33.7,44.8,128.78589999999997
34,05/17/2021,19.2,7.95,14.4,26.7,19.1,9.29,-26.1,30.2,40.0,121.53999999999999
36,05/17/2021,16.2,-1.04,-1.48,21.9,17.6,3.35,-26.6,27.2,35.0,75.93
44,05/17/2021,13.3,-24.5,52.7,33.8,1.18,2.2,-8.09,26.9,53.9,138.09
9,05/18/2021,13.5,7.13,6.64,23.1,21.7,7.61,-27.8,25.8,28.3,92.48
25,05/18/2021,18.3,-1.23,12.6,35.5,26.6,16.9,-31.8,38.6,50.8,147.97000000000003
34,05/18/2021,20.7,8.6,12.3,32.7,22.5,8.44,-24.1,34.8,45.8,141.03999999999996
36,05/18/2021,17.4,-1.25,-0.396,26.3,21.3,-0.783,-28.7,32.0,40.7,89.171
44,05/18/2021,17.3,-23.9,55.3,37.5,5.01,-8.93,-13.5,33.3,63.6,148.38000000000002
9,05/19/2021,13.2,11.0,3.14,24.8,18.7,5.16,-29.8,24.5,28.1,85.6
25,05/19/2021,16.7,1.37,10.6,35.2,24.6,18.0,-34.3,36.9,49.4,141.77
34,05/19/2021,20.0,13.0,9.66,31.0,20.8,8.55,-23.6,32.4,42.6,134.41
36,05/19/2021,16.7,1.94,-1.87,25.9,19.4,-1.47,-29.0,30.4,39.2,84.5
44,05/19/2021,18.8,-20.7,44.1,36.5,1.9,16.8,10.2,33.9,68.6,191.3
9,05/20/2021,13.4,10.6,3.2,28.4,19.0,2.18,-30.1,25.9,30.1,89.28
25,05/20/2021,16.8,0.648,10.2,36.4,24.5,12.5,-34.7,38.6,53.1,141.248
34,05/20/2021,19.1,12.0,8.72,31.6,21.1,10.0,-23.7,31.9,41.5,133.12
36,05/20/2021,15.7,1.06,-3.43,26.9,19.7,0.27,-30.1,29.9,38.1,82.4
44,05/20/2021,17.2,-15.4,12.1,34.5,6.64,5.7,-0.143,37.4,70.1,150.897
9,05/21/2021,13.1,11.2,6.38,26.7,21.0,-3.87,-32.5,26.2,29.4,84.50999999999999
25,05/21/2021,16.3,0.886,8.0,37.7,24.4,11.5,-35.1,38.1,51.9,137.386
34,05/21/2021,17.9,10.2,8.27,32.3,21.3,6.55,-23.2,31.3,40.2,126.91999999999999
36,05/21/2021,15.6,0.615,-6.84,26.5,20.5,0.777,-29.8,30.0,37.6,79.352
44,05/21/2021,14.8,-19.3,-2.0,25.9,6.27,25.1,-13.5,32.6,59.3,114.37
9,05/22/2021,13.1,10.1,2.04,26.3,20.7,-2.3,-35.0,26.9,30.6,79.34
25,05/22/2021,16.6,0.0656,9.94,37.5,24.4,16.1,-34.9,36.7,49.1,138.9056
34,05/22/2021,18.2,8.67,13.5,32.5,21.0,9.79,-20.6,30.9,39.6,135.36
36,05/22/2021,15.9,0.546,-6.32,27.3,21.0,1.23,-30.1,30.4,37.9,81.95599999999999
44,05/22/2021,14.0,-20.4,6.17,28.5,8.25,44.3,1.06,30.7,52.8,151.38
9,05/23/2021,13.0,9.93,-2.25,26.7,19.5,-5.79,-34.5,27.7,32.8,74.08999999999999
25,05/23/2021,15.3,-0.164,7.79,35.2,23.0,13.7,-34.2,33.0,42.9,121.226
34,05/23/2021,18.3,7.98,17.4,32.5,19.5,8.04,-20.1,30.5,40.3,136.12
36,05/23/2021,15.3,0.54,-7.38,27.6,18.9,-0.821,-29.5,29.0,37.1,75.439
44,05/23/2021,13.3,-21.9,-6.59,30.8,8.0,12.2,6.69,30.3,52.5,112.0
9,05/24/2021,13.1,10.2,1.68,25.3,18.3,-4.71,-33.1,24.5,28.2,70.37
25,05/24/2021,13.8,0.453,8.25,30.1,20.4,6.42,-32.1,28.8,37.2,99.523
34,05/24/2021,17.0,6.87,22.1,30.3,14.1,8.67,-18.7,26.4,37.3,127.04
36,05/24/2021,13.7,1.17,-7.31,24.8,15.2,-1.28,-29.2,24.7,32.3,60.379999999999995
44,05/24/2021,12.5,-12.8,-9.07,20.1,9.31,15.8,-1.79,23.8,37.6,82.95000000000002
9,05/25/2021,12.9,11.3,-0.0744,22.0,13.3,-4.06,-30.3,21.4,26.5,60.06559999999999
25,05/25/2021,14.2,1.47,11.4,28.0,17.7,15.2,-29.8,25.2,32.6,101.77000000000001
34,05/25/2021,17.1,8.58,28.6,28.5,11.8,12.4,-17.9,23.9,34.8,130.68
36,05/25/2021,13.7,4.23,-7.27,23.8,12.9,2.37,-25.6,21.5,28.4,60.33
44,05/25/2021,18.1,-7.35,-13.3,20.3,4.59,70.0,27.2,25.1,44.4,170.94000000000003
9,05/26/2021,14.7,13.3,2.25,22.4,16.2,0.388,-26.4,22.8,26.8,77.738
25,05/26/2021,15.2,2.59,11.6,24.7,19.1,16.6,-28.7,23.2,27.3,96.39
34,05/26/2021,18.3,10.1,33.4,28.7,13.0,13.1,-15.5,24.4,34.6,141.79999999999998
36,05/26/2021,13.7,5.78,-10.1,21.6,14.0,3.85,-22.8,19.8,24.4,56.53
44,05/26/2021,23.8,-2.05,-2.35,20.6,8.02,36.8,44.1,40.4,69.1,214.62
9,05/27/2021,14.1,12.6,-0.497,21.1,16.3,-0.1,-22.6,21.2,24.2,72.203
25,05/27/2021,16.3,3.53,8.19,27.1,19.9,15.1,-24.7,22.9,25.7,97.71999999999998
34,05/27/2021,19.1,11.0,34.1,27.8,13.8,15.1,-15.1,24.1,33.4,144.20000000000002
36,05/27/2021,13.8,6.28,-9.37,21.5,14.3,4.26,-19.5,19.3,23.2,59.97
44,05/27/2021,27.2,-0.34,-6.58,26.7,8.15,10.2,68.8,51.9,91.1,249.92999999999998
9,05/28/2021,14.2,10.9,-2.26,22.5,16.3,6.33,-21.9,21.4,24.5,77.77
25,05/28/2021,18.2,5.72,16.4,26.2,22.4,17.1,-21.6,22.9,23.5,112.62
34,05/28/2021,20.1,12.0,36.1,27.9,15.3,15.8,-13.9,24.6,33.0,150.79999999999998
36,05/28/2021,14.4,6.9,-7.87,21.6,15.2,7.13,-16.3,18.9,21.7,67.26
44,05/28/2021,28.7,2.08,-11.5,36.9,9.63,-17.0,84.8,54.3,94.6,253.80999999999997
9,05/29/2021,14.2,10.8,-0.688,23.0,17.7,7.87,-19.7,21.7,24.1,84.78200000000001
25,05/29/2021,17.3,6.65,21.8,24.5,22.4,20.2,-21.0,21.8,21.2,117.55
34,05/29/2021,20.4,11.8,40.2,28.8,17.0,13.5,-14.0,24.8,31.9,154.0
36,05/29/2021,14.0,6.39,-11.7,20.6,16.0,8.94,-14.8,18.2,19.9,63.53
44,05/29/2021,29.3,3.81,-18.4,27.0,11.9,-32.8,57.7,53.9,89.5,192.61
9,05/30/2021,14.2,10.9,3.58,22.5,18.5,10.2,-21.9,20.5,21.7,85.98
25,05/30/2021,16.6,8.19,28.6,24.4,20.3,21.9,-20.2,20.5,20.7,124.38999999999999
34,05/30/2021,19.7,12.4,42.5,28.5,16.8,14.5,-13.9,24.2,30.9,155.9
36,05/30/2021,13.7,6.99,-9.59,19.8,16.3,9.8,-16.2,18.2,19.6,64.9
44,05/30/2021,24.2,2.6,-13.1,23.7,11.3,35.0,33.4,54.3,91.5,238.7
9,05/31/2021,18.1,19.0,7.41,22.8,21.7,14.4,-17.8,21.2,20.7,109.41000000000001
25,05/31/2021,16.7,7.96,35.0,20.7,16.6,32.6,-21.8,15.9,15.2,122.16
34,05/31/2021,19.7,11.0,43.6,23.5,12.2,19.3,-8.47,19.6,26.4,147.13
36,05/31/2021,12.7,5.46,-9.9,14.3,13.4,5.67,-12.9,12.8,12.3,41.13
44,05/31/2021,32.2,3.9,-13.5,12.2,7.99,35.6,54.6,45.0,75.7,221.49
9,06/01/2021,14.4,11.0,5.67,25.3,25.2,5.98,-27.6,26.4,27.0,98.95
25,06/01/2021,18.1,11.6,16.4,25.6,26.7,21.5,-19.8,24.7,22.9,129.6
34,06/01/2021,20.5,14.9,31.6,30.4,24.0,15.0,-12.9,29.1,33.9,166.0
36,06/01/2021,15.3,8.43,-11.3,20.5,21.0,7.77,-15.5,23.3,25.1,79.29999999999998
44,06/01/2021,22.3,0.386,-25.9,23.3,17.8,-17.1,61.2,59.6,93.9,213.186
9,06/02/2021,14.8,11.4,7.63,22.2,24.5,7.65,-29.2,25.1,25.3,94.58
25,06/02/2021,18.3,12.0,18.5,25.9,24.1,24.6,-19.3,24.7,25.1,135.6
34,06/02/2021,20.0,14.2,33.6,28.1,21.0,16.8,-12.0,26.6,31.8,160.10000000000002
36,06/02/2021,16.4,8.26,-8.05,21.3,19.0,8.67,-14.8,23.4,26.8,84.58
44,06/02/2021,14.3,-4.68,-37.5,24.0,17.0,-17.6,34.8,40.8,59.9,116.72
9,06/03/2021,13.8,8.89,8.59,21.7,22.1,9.97,-30.7,23.5,24.3,88.35
25,06/03/2021,16.6,12.2,19.5,22.2,21.6,21.8,-22.9,22.3,22.9,119.6
34,06/03/2021,18.7,13.3,28.5,27.3,18.4,13.1,-11.5,24.9,30.8,144.8
36,06/03/2021,17.0,8.75,-8.53,20.5,17.1,7.71,-15.2,22.3,26.4,79.03
44,06/03/2021,8.52,-5.97,-32.5,20.3,14.7,2.39,11.7,24.0,30.6,65.22
9,06/04/2021,15.1,10.2,11.5,22.3,23.9,9.23,-28.9,23.5,23.2,94.93000000000002
25,06/04/2021,15.5,9.97,15.9,24.1,19.1,27.1,-22.2,22.0,24.6,120.57
34,06/04/2021,17.8,12.6,29.6,25.7,16.4,14.5,-12.4,23.0,28.9,138.3
36,06/04/2021,15.8,7.78,-12.2,19.4,14.9,8.48,-16.5,20.9,25.6,68.36
44,06/04/2021,9.71,-6.31,-35.4,12.4,16.7,76.5,-12.5,24.5,29.9,105.78999999999999
9,06/05/2021,14.2,10.4,7.44,21.4,21.6,9.04,-32.6,21.3,20.9,79.47999999999999
25,06/05/2021,16.0,9.71,13.0,21.4,18.9,24.9,-21.8,20.8,22.4,109.31
34,06/05/2021,17.5,12.4,29.6,23.7,14.9,15.5,-12.5,21.2,26.8,131.60000000000002
36,06/05/2021,15.9,8.98,-9.5,18.4,14.1,9.22,-17.3,19.9,24.5,68.3
44,06/05/2021,9.0,-9.1,-26.0,17.8,12.9,47.4,13.8,21.4,28.4,106.6
9,06/06/2021,14.2,10.2,6.79,20.2,22.1,9.88,-30.2,20.4,19.3,78.67
25,06/06/2021,17.2,9.29,7.99,20.5,20.7,24.7,-21.4,22.1,23.3,107.18
34,06/06/2021,17.6,11.9,29.5,22.3,15.0,17.1,-11.4,20.2,24.9,129.5
36,06/06/2021,16.1,8.9,-7.1,17.6,14.3,10.6,-16.1,19.5,23.5,71.2
44,06/06/2021,10.8,-8.26,-27.5,12.8,14.1,46.6,28.6,21.2,27.2,114.74000000000001
9,06/07/2021,13.6,9.5,1.59,20.7,19.8,9.72,-26.4,18.9,18.3,72.11
25,06/07/2021,17.1,9.09,6.37,21.2,19.1,21.6,-24.1,22.6,25.8,101.66
34,06/07/2021,19.9,12.9,29.2,25.1,18.0,17.2,-6.8,22.8,27.2,145.6
36,06/07/2021,16.2,8.98,-8.63,17.6,15.0,12.7,-15.6,19.6,23.2,72.85000000000001
44,06/07/2021,9.72,-10.1,-20.9,15.5,14.7,74.6,25.2,24.3,32.4,155.7
9,06/08/2021,13.0,8.65,0.967,24.6,19.9,6.99,-22.5,20.7,21.0,80.307
25,06/08/2021,16.2,8.61,15.1,23.8,19.2,15.6,-26.0,24.6,29.8,110.71
34,06/08/2021,19.1,13.1,35.2,26.8,16.8,14.5,-5.4,22.9,28.4,152.3
36,06/08/2021,15.7,8.79,-8.41,21.3,15.6,10.3,-19.3,20.7,24.8,73.78
44,06/08/2021,9.12,-12.8,-40.2,16.7,17.2,-3.69,21.2,22.7,27.2,48.31
9,06/09/2021,12.1,8.1,-5.16,29.9,24.4,3.1,-25.3,23.6,23.1,81.74
25,06/09/2021,16.0,9.09,14.8,26.7,20.8,14.3,-26.5,26.5,32.1,117.78999999999999
34,06/09/2021,18.4,13.6,30.8,29.5,17.5,13.2,-4.64,24.2,30.2,154.36
36,06/09/2021,14.5,9.5,-9.78,22.4,16.8,8.34,-22.0,22.1,26.3,73.66000000000001
44,06/09/2021,11.7,-7.71,-39.1,15.2,18.6,25.1,13.7,27.6,35.7,89.09
9,06/10/2021,12.0,10.7,-7.86,29.1,26.0,-1.04,-26.8,24.5,23.5,78.1
25,06/10/2021,16.6,9.63,19.7,26.8,22.8,20.7,-29.3,28.1,33.2,131.63
34,06/10/2021,19.6,15.4,38.3,32.5,18.3,16.9,-4.19,26.4,33.5,177.10999999999999
36,06/10/2021,14.2,9.9,-6.77,23.3,17.7,9.16,-22.3,22.8,26.9,80.69
44,06/10/2021,11.3,-7.02,-39.3,13.2,14.2,17.9,-7.74,25.3,35.0,51.540000000000006
9,06/11/2021,11.3,12.9,-9.78,27.8,25.1,6.09,-29.0,24.9,24.8,82.81
25,06/11/2021,15.8,9.79,20.6,20.8,21.5,17.8,-32.3,25.6,29.5,113.28999999999999
34,06/11/2021,19.0,16.0,35.2,33.5,17.2,16.9,-2.58,26.2,34.2,176.62
36,06/11/2021,13.6,10.6,-4.26,23.4,17.9,6.19,-25.2,22.7,26.5,77.83
44,06/11/2021,7.39,-11.2,-31.2,12.5,14.3,10.7,31.4,25.3,35.1,86.9
9,06/12/2021,11.4,12.4,-8.83,29.3,25.6,4.97,-27.7,25.3,25.1,86.14000000000001
25,06/12/2021,14.4,8.44,14.7,25.7,19.6,13.7,-33.2,25.3,30.8,105.03999999999999
34,06/12/2021,18.6,16.6,32.3,34.5,15.0,16.7,-1.81,26.1,35.8,175.19
36,06/12/2021,12.8,9.79,-6.83,23.6,16.7,6.21,-24.8,22.3,26.7,73.67
44,06/12/2021,10.5,-11.2,-39.8,11.3,16.3,3.55,2.1,30.4,43.1,55.75
9,06/13/2021,11.1,12.4,-8.76,27.6,25.7,7.07,-27.5,25.1,24.7,86.30999999999999
25,06/13/2021,14.2,9.49,13.2,26.6,20.0,14.6,-33.8,24.9,29.6,104.58999999999997
34,06/13/2021,19.3,20.1,32.0,36.4,14.1,15.4,0.557,27.1,38.3,183.957
36,06/13/2021,13.1,9.11,-7.06,23.9,16.3,4.74,-24.7,22.7,27.7,72.69
44,06/13/2021,12.5,-14.3,-39.2,15.5,16.4,-3.63,5.05,31.2,45.0,56.019999999999996
9,06/14/2021,9.92,12.9,-6.69,24.9,25.7,11.0,-31.1,22.9,21.1,80.71000000000001
25,06/14/2021,13.7,8.59,12.1,23.6,18.5,19.0,-30.4,23.2,27.6,102.19
34,06/14/2021,16.1,17.9,33.2,31.6,8.01,13.9,-3.57,21.8,33.9,156.74
